site_id,unit_id,read_date,salinity_ppt,dissolved_oxygen_mg_l,ph,secchi_depth_m,water_depth_m,water_temp_c,air_temp_c,year,month
BAY,NAN,2004-07-08,1.0,4.7,6.5,0.5,0.6,27.0,,2004,7
BAY,NAN,2004-07-22,2.0,3.1,6.5,0.5,0.55,27.0,,2004,7
BAY,NAN,2004-08-05,0.0,3.15,6.5,0.55,0.6,27.0,,2004,8
BAY,NAN,2004-08-19,0.0,4.75,6.5,0.4,0.8,26.0,,2004,8
BAY,NAN,2004-09-02,0.0,5.2,6.5,0.4,0.6,24.0,,2004,9
BAY,NAN,2004-09-16,0.0,4.0,6.5,0.45,0.65,24.0,,2004,9
BAY,NAN,2004-10-01,1.0,4.3,7.0,0.4,0.7,23.0,,2004,10
BAY,NAN,2004-10-21,1.0,5.8,6.5,0.6,0.7,18.0,,2004,10
BAY,NAN,2004-11-05,1.0,5.9,6.5,0.5,0.6,14.0,,2004,11
BAY,NAN,2004-11-18,0.0,5.9,6.5,0.5,0.5,11.0,,2004,11
BAY,NAN,2004-12-02,0.0,6.3,6.5,0.4,0.65,11.0,,2004,12
BAY,NAN,2004-12-16,2.0,5.2,6.5,0.3,0.3,4.0,,2004,12
A,NAN,2005-01-06,0.0,,6.5,1.0,1.0,12.0,,2005,1
A,NAN,2005-02-03,0.0,5.5,7.0,0.8,0.8,5.0,,2005,2
A,NAN,2005-02-17,2.0,,7.0,1.0,1.0,10.0,,2005,2
A,NAN,2005-03-03,1.0,6.2,7.0,1.1,1.1,5.0,,2005,3
A,NAN,2005-03-10,1.0,,7.0,0.7,0.7,0.7,,2005,3
A,NAN,2005-04-21,0.0,3.3,7.0,0.3,0.9,19.0,,2005,4
A,NAN,2005-05-05,0.0,,7.0,0.6,0.6,17.0,,2005,5
A,NAN,2005-05-24,0.0,4.7,7.0,0.6,0.75,20.0,,2005,5
A,NAN,2005-06-16,0.0,,8.0,0.7,0.85,31.0,,2005,6
A,NAN,2005-07-01,0.0,,7.0,0.8,0.8,30.0,,2005,7
A,NAN,2005-07-14,0.0,2.2,6.0,0.8,0.8,28.0,,2005,7
A,NAN,2005-08-11,0.0,,7.0,1.0,1.4,32.0,,2005,8
A,NAN,2005-08-24,0.0,,7.0,0.5,0.7,27.0,,2005,8
A,NAN,2005-09-08,0.0,4.2,7.0,0.3,0.5,,,2005,9
A,NAN,2005-09-22,0.0,,6.5,0.3,0.5,26.0,,2005,9
A,NAN,2005-10-07,0.0,3.4,6.5,0.6,0.8,24.0,,2005,10
A,NAN,2005-10-27,0.0,,6.5,0.6,0.6,9.0,,2005,10
A,NAN,2005-11-03,0.0,,7.0,0.8,0.8,14.0,,2005,11
A,NAN,2005-11-10,0.0,,6.5,0.9,0.9,17.0,,2005,11
A,NAN,2005-12-01,0.0,7.0,6.5,0.9,0.9,10.0,,2005,12
B,NAN,2005-01-06,0.0,,7.0,0.2,0.2,13.0,,2005,1
B,NAN,2005-02-03,0.0,6.7,7.0,0.3,0.3,34.5,,2005,2
B,NAN,2005-02-17,2.0,,7.0,,,10.0,,2005,2
B,NAN,2005-03-03,2.0,5.3,7.0,0.3,0.3,5.0,,2005,3
B,NAN,2005-03-10,2.0,,7.5,0.4,0.4,7.0,,2005,3
B,NAN,2005-04-21,0.0,5.4,8.5,0.2,0.2,20.0,,2005,4
B,NAN,2005-05-05,0.0,,8.0,0.1,0.1,17.0,,2005,5
B,NAN,2005-05-24,0.0,6.0,9.0,0.1,0.1,20.0,,2005,5
B,NAN,2005-06-16,0.0,,9.0,0.95,,35.0,,2005,6
B,NAN,2005-07-01,0.0,,8.0,0.3,0.3,30.0,,2005,7
B,NAN,2005-07-14,0.0,3.5,6.0,0.1,0.1,28.0,,2005,7
B,NAN,2005-08-11,0.0,,7.0,0.6,0.6,31.0,,2005,8
B,NAN,2005-08-24,0.0,,7.5,0.2,0.2,27.0,,2005,8
B,NAN,2005-09-08,0.0,2.4,7.0,0.1,0.1,26.0,,2005,9
B,NAN,2005-09-22,0.0,,6.5,0.1,0.1,27.0,,2005,9
B,NAN,2005-10-07,0.0,4.5,7.0,0.1,0.1,25.0,,2005,10
B,NAN,2005-10-27,0.0,,6.5,0.1,0.1,14.0,,2005,10
B,NAN,2005-11-03,0.0,5.7,6.5,0.15,0.15,13.0,,2005,11
B,NAN,2005-11-10,0.0,,6.5,0.2,0.2,17.0,,2005,11
B,NAN,2005-12-01,0.0,6.1,7.0,0.5,0.5,13.0,,2005,12
C,NAN,2005-01-06,1.0,4.3,7.0,0.4,0.4,13.0,,2005,1
C,NAN,2005-02-03,0.0,,7.0,0.6,0.6,4.5,,2005,2
C,NAN,2005-02-17,1.0,5.3,7.0,0.6,0.6,12.0,,2005,2
C,NAN,2005-03-03,2.0,,7.0,0.6,0.6,5.0,,2005,3
C,NAN,2005-03-10,1.0,6.9,7.0,0.7,0.7,6.0,,2005,3
C,NAN,2005-04-21,0.0,,8.0,0.6,0.6,21.0,,2005,4
C,NAN,2005-05-05,0.0,4.8,8.0,0.6,0.6,,,2005,5
C,NAN,2005-05-24,0.0,,7.5,0.7,0.7,21.0,,2005,5
C,NAN,2005-06-03,0.0,4.4,8.0,0.7,0.7,18.0,,2005,6
C,NAN,2005-06-16,0.0,4.8,8.5,0.6,0.6,34.0,,2005,6
C,NAN,2005-07-01,0.0,5.1,8.5,0.6,0.6,31.0,,2005,7
C,NAN,2005-07-14,0.0,,6.5,0.6,0.6,32.0,,2005,7
C,NAN,2005-08-11,0.0,5.2,7.5,0.1,0.1,32.0,,2005,8
C,NAN,2005-08-24,0.0,3.6,7.0,0.3,0.3,25.0,,2005,8
C,NAN,2005-09-08,0.0,,8.0,0.1,0.1,25.0,,2005,9
C,NAN,2005-09-22,0.0,2.6,6.5,0.2,0.2,25.0,,2005,9
C,NAN,2005-10-07,0.0,,6.5,,,25.0,,2005,10
C,NAN,2005-10-27,0.0,5.0,7.0,0.35,0.35,14.0,,2005,10
C,NAN,2005-11-03,0.0,,7.5,0.3,0.3,16.0,,2005,11
C,NAN,2005-11-10,0.0,5.0,7.0,0.3,0.3,17.0,,2005,11
C,NAN,2005-12-01,0.0,,7.0,0.4,0.4,12.0,,2005,12
D,NAN,2005-01-06,0.0,7.6,6.5,1.4,1.4,13.0,,2005,1
D,NAN,2005-02-03,0.0,,6.5,1.1,1.45,7.2,,2005,2
D,NAN,2005-02-17,0.0,6.6,6.5,1.3,1.5,10.0,,2005,2
D,NAN,2005-03-03,1.0,,6.5,1.5,1.6,6.0,,2005,3
D,NAN,2005-03-10,1.0,7.7,6.5,1.2,1.4,6.0,,2005,3
D,NAN,2005-04-21,0.0,,6.5,1.1,1.4,21.0,,2005,4
D,NAN,2005-05-05,0.0,5.2,6.5,1.0,1.4,17.0,,2005,5
D,NAN,2005-05-24,0.0,,6.5,0.8,1.5,,,2005,5
D,NAN,2005-06-03,0.0,5.0,6.5,1.0,1.5,18.0,,2005,6
D,NAN,2005-06-16,0.0,4.3,6.5,0.8,1.4,34.0,,2005,6
D,NAN,2005-07-01,0.0,2.7,6.5,0.9,1.3,30.0,,2005,7
D,NAN,2005-07-14,0.0,,7.5,0.9,1.3,30.0,,2005,7
D,NAN,2005-07-21,0.0,4.3,6.5,0.7,1.5,32.0,,2005,7
D,NAN,2005-08-11,0.0,2.9,6.5,0.4,0.8,31.0,,2005,8
D,NAN,2005-08-24,0.0,2.5,,0.7,1.5,27.0,,2005,8
D,NAN,2005-09-08,0.0,,6.5,0.9,1.4,24.0,,2005,9
D,NAN,2005-09-22,0.0,3.9,6.5,0.7,1.0,26.0,,2005,9
D,NAN,2005-10-07,0.0,,6.5,0.7,1.1,25.0,,2005,10
D,NAN,2005-10-27,0.0,5.9,6.5,1.0,1.4,14.0,,2005,10
D,NAN,2005-11-03,0.0,,6.0,1.4,1.4,16.0,,2005,11
D,NAN,2005-11-10,0.0,5.9,6.5,0.9,1.3,17.0,,2005,11
D,NAN,2005-12-01,0.0,,6.5,1.3,1.3,11.0,,2005,12
D,NAN,2005-12-15,0.0,10.0,6.5,0.8,0.9,5.0,,2005,12
BAY,NAN,2005-01-06,1.0,5.9,6.0,0.4,0.5,12.0,,2005,1
BAY,NAN,2005-02-03,0.0,7.3,6.5,0.15,0.15,6.0,,2005,2
BAY,NAN,2005-02-17,0.0,6.3,6.5,0.3,0.5,9.0,,2005,2
BAY,NAN,2005-03-03,1.0,,6.5,0.2,0.45,5.0,,2005,3
BAY,NAN,2005-03-10,1.0,7.4,6.0,0.2,0.4,6.0,,2005,3
BAY,NAN,2005-04-21,0.0,5.2,6.0,0.2,0.5,19.0,,2005,4
BAY,NAN,2005-05-05,0.0,6.9,6.5,0.4,0.4,15.0,,2005,5
BAY,NAN,2005-05-24,0.0,6.3,6.5,0.4,0.6,20.0,,2005,5
BAY,NAN,2005-06-03,0.0,6.6,6.5,0.6,0.7,18.0,,2005,6
BAY,NAN,2005-06-16,,5.4,7.0,0.55,0.65,30.0,,2005,6
BAY,NAN,2005-07-01,0.0,4.3,6.5,0.07,0.07,27.0,,2005,7
BAY,NAN,2005-07-14,0.0,3.6,6.0,0.6,0.7,25.0,,2005,7
BAY,NAN,2005-07-21,0.0,5.7,6.0,0.6,0.6,28.0,,2005,7
BAY,NAN,2005-08-11,0.0,3.7,6.5,0.6,0.6,27.0,,2005,8
BAY,NAN,2005-08-24,0.0,4.9,6.0,0.45,0.45,25.0,,2005,8
BAY,NAN,2005-09-08,0.0,5.0,6.5,0.1,0.1,74.0,,2005,9
BAY,NAN,2005-09-22,0.0,4.3,6.0,0.5,0.7,25.0,,2005,9
BAY,NAN,2005-10-07,0.0,5.3,6.5,0.6,0.7,24.0,,2005,10
BAY,NAN,2005-10-27,0.0,6.2,6.5,0.5,0.5,16.0,,2005,10
BAY,NAN,2005-11-03,0.0,5.7,6.5,0.5,0.5,14.0,,2005,11
BAY,NAN,2005-11-10,0.0,6.6,6.5,0.5,0.7,18.0,,2005,11
BAY,NAN,2005-12-01,0.0,7.2,6.5,0.45,0.45,11.0,,2005,12
BAY,NAN,2005-12-15,0.0,7.6,6.5,0.2,0.2,6.0,,2005,12
A,NAN,2006-01-03,0.0,,6.0,0.7,0.9,11.0,,2006,1
A,NAN,2006-01-19,0.0,7.7,6.5,1.1,1.1,9.0,,2006,1
A,NAN,2006-02-02,0.0,,6.5,1.15,1.15,9.0,,2006,2
A,NAN,2006-02-09,0.0,8.6,7.0,1.0,1.1,7.0,,2006,2
A,NAN,2006-03-09,0.0,,7.0,1.1,1.1,10.0,,2006,3
A,NAN,2006-03-15,0.0,7.8,7.0,1.0,1.0,14.0,,2006,3
A,NAN,2006-04-06,0.0,,7.5,0.4,1.1,17.0,,2006,4
A,NAN,2006-04-21,0.0,,7.0,0.6,1.0,19.0,,2006,4
A,NAN,2006-05-05,0.0,,7.0,0.9,0.9,21.0,,2006,5
A,NAN,2006-05-17,0.0,,6.5,0.8,0.8,22.0,,2006,5
A,NAN,2006-06-01,0.0,5.0,7.0,0.7,0.7,20.0,,2006,6
A,NAN,2006-07-06,0.0,3.6,6.5,0.9,1.0,28.0,,2006,7
A,NAN,2006-07-18,0.0,,7.0,0.8,0.8,31.0,,2006,7
A,NAN,2006-07-27,0.0,2.0,6.5,,,28.0,,2006,7
A,NAN,2006-08-17,0.0,,6.5,0.5,0.6,26.0,,2006,8
A,NAN,2006-09-07,0.0,3.7,6.5,,,24.0,,2006,9
A,NAN,2006-09-21,0.0,,6.5,0.6,0.9,21.0,,2006,9
A,NAN,2006-10-05,0.0,6.3,,0.8,0.8,23.0,,2006,10
A,NAN,2006-10-19,0.0,,7.0,0.8,0.8,21.0,,2006,10
A,NAN,2006-11-06,0.0,,6.5,0.6,0.6,15.0,,2006,11
A,NAN,2006-11-16,0.0,6.0,6.5,0.6,0.95,17.0,,2006,11
A,NAN,2006-11-30,0.0,,6.5,0.6,0.9,15.0,,2006,11
A,NAN,2006-12-14,0.0,7.8,,0.65,0.75,13.0,,2006,12
B,NAN,2006-01-03,0.0,,7.0,0.3,0.3,11.0,,2006,1
B,NAN,2006-01-19,0.0,5.7,7.0,0.2,0.2,8.0,,2006,1
B,NAN,2006-02-02,0.0,,7.0,0.2,0.2,9.0,,2006,2
B,NAN,2006-02-09,0.0,8.5,7.0,0.2,0.2,,,2006,2
B,NAN,2006-03-09,0.0,,7.0,0.3,0.3,11.0,,2006,3
B,NAN,2006-03-15,0.0,7.7,7.0,0.2,0.2,12.0,,2006,3
B,NAN,2006-04-06,0.0,,8.0,0.25,0.25,17.0,,2006,4
B,NAN,2006-04-21,0.0,8.0,7.0,0.2,0.2,18.0,,2006,4
B,NAN,2006-05-05,0.0,,9.0,0.1,0.1,21.0,,2006,5
B,NAN,2006-05-17,0.0,,6.0,0.2,0.2,22.0,,2006,5
B,NAN,2006-06-01,0.0,4.4,7.0,0.1,0.1,26.0,,2006,6
B,NAN,2006-06-16,0.0,3.8,6.0,0.4,0.4,23.0,,2006,6
B,NAN,2006-07-06,0.0,4.7,6.5,0.2,0.2,27.0,,2006,7
B,NAN,2006-07-18,0.0,,6.5,0.2,0.2,20.0,,2006,7
B,NAN,2006-07-27,0.0,2.9,6.5,0.2,0.2,29.0,,2006,7
B,NAN,2006-08-17,0.0,,9.0,0.1,0.1,30.0,,2006,8
B,NAN,2006-09-07,0.0,3.5,6.5,0.2,0.2,25.0,,2006,9
B,NAN,2006-09-21,0.0,,6.5,0.2,0.2,18.0,,2006,9
B,NAN,2006-10-05,0.0,8.2,7.0,0.4,0.4,23.0,,2006,10
B,NAN,2006-10-19,0.0,,7.5,0.3,0.3,22.0,,2006,10
B,NAN,2006-11-06,0.0,,7.0,0.2,0.2,19.0,,2006,11
B,NAN,2006-11-16,0.0,6.8,6.5,0.3,0.3,18.0,,2006,11
B,NAN,2006-11-30,0.0,,7.0,0.2,0.2,16.0,,2006,11
B,NAN,2006-12-14,0.0,7.7,6.0,0.1,0.2,15.0,,2006,12
C,NAN,2006-01-03,0.0,5.9,7.0,0.5,0.5,10.0,,2006,1
C,NAN,2006-01-19,0.0,,7.0,0.5,0.5,10.0,,2006,1
C,NAN,2006-02-02,0.0,8.8,7.0,0.5,0.5,9.0,,2006,2
C,NAN,2006-02-09,0.0,,7.0,0.6,0.6,7.0,,2006,2
C,NAN,2006-03-09,0.0,9.9,7.5,0.5,0.5,10.0,,2006,3
C,NAN,2006-03-15,0.0,,8.0,0.4,0.4,14.0,,2006,3
C,NAN,2006-04-06,0.0,8.2,8.0,0.4,0.4,14.0,,2006,4
C,NAN,2006-04-21,0.0,,7.0,0.3,0.3,18.0,,2006,4
C,NAN,2006-05-05,0.0,9.0,8.5,0.1,0.3,19.0,,2006,5
C,NAN,2006-05-17,0.0,,8.0,,,23.0,,2006,5
C,NAN,2006-06-01,0.0,,9.5,0.2,0.2,29.0,,2006,6
C,NAN,2006-06-16,0.0,,7.0,0.5,0.5,22.0,,2006,6
C,NAN,2006-07-06,0.0,,7.0,0.4,0.4,28.0,,2006,7
C,NAN,2006-07-18,0.0,2.7,6.5,0.2,0.2,26.0,,2006,7
C,NAN,2006-07-27,0.0,,7.0,0.3,0.3,29.0,,2006,7
C,NAN,2006-08-17,0.0,6.8,6.5,0.2,0.2,28.0,,2006,8
C,NAN,2006-09-07,0.0,,6.5,0.7,0.7,24.0,,2006,9
C,NAN,2006-09-21,0.0,5.2,6.5,0.4,0.4,20.0,,2006,9
C,NAN,2006-10-05,0.0,,6.5,0.1,0.1,25.0,,2006,10
C,NAN,2006-10-19,0.0,3.2,,0.2,0.2,,,2006,10
C,NAN,2006-11-06,0.0,4.9,6.5,0.1,0.1,17.0,,2006,11
C,NAN,2006-11-16,0.0,,6.5,1.0,1.0,18.0,,2006,11
C,NAN,2006-11-30,0.0,6.9,6.5,0.1,0.1,14.0,,2006,11
C,NAN,2006-12-14,0.0,,8.0,0.2,0.2,13.0,,2006,12
D,NAN,2006-01-03,0.0,8.1,6.5,1.2,1.6,9.0,,2006,1
D,NAN,2006-01-19,0.0,,6.5,1.4,1.4,10.0,,2006,1
D,NAN,2006-02-02,0.0,8.2,,1.4,1.4,9.0,,2006,2
D,NAN,2006-02-09,,,6.5,1.5,1.5,7.0,,2006,2
D,NAN,2006-03-09,0.0,8.7,6.5,1.4,1.4,10.0,,2006,3
D,NAN,2006-03-15,0.0,,6.5,1.3,1.3,13.0,,2006,3
D,NAN,2006-04-06,0.0,6.2,6.5,1.2,1.4,15.0,,2006,4
D,NAN,2006-04-12,0.0,,6.5,1.1,1.3,18.0,,2006,4
D,NAN,2006-05-05,0.0,6.6,6.5,1.4,1.4,19.0,,2006,5
D,NAN,2006-05-17,0.0,,6.5,1.2,1.5,21.0,,2006,5
D,NAN,2006-06-01,0.0,,6.5,1.1,1.3,28.0,,2006,6
D,NAN,2006-07-06,0.0,,6.5,0.5,1.5,28.0,,2006,7
D,NAN,2006-07-18,0.0,2.7,6.5,0.15,0.2,29.0,,2006,7
D,NAN,2006-07-27,0.0,,6.5,0.6,1.6,30.0,,2006,7
D,NAN,2006-08-17,0.0,3.9,5.0,0.65,1.3,25.0,,2006,8
D,NAN,2006-09-07,0.0,,6.0,0.7,1.65,24.0,,2006,9
D,NAN,2006-09-21,0.0,5.8,6.5,0.9,1.5,20.0,,2006,9
D,NAN,2006-10-05,0.0,,6.5,1.0,1.4,22.0,,2006,10
D,NAN,2006-10-19,0.0,5.3,6.5,0.2,0.6,20.0,,2006,10
D,NAN,2006-11-06,0.0,5.9,6.5,1.3,1.3,13.0,,2006,11
D,NAN,2006-11-16,0.0,,6.5,1.0,1.5,17.0,,2006,11
D,NAN,2006-11-30,0.0,6.7,6.5,1.2,1.5,14.5,,2006,11
D,NAN,2006-12-14,0.0,,6.5,1.4,1.4,13.0,,2006,12
BAY,NAN,2006-01-03,0.0,0.8,6.0,0.6,0.6,9.0,,2006,1
BAY,NAN,2006-01-19,0.0,7.5,6.5,0.3,0.7,9.0,,2006,1
BAY,NAN,2006-02-02,0.0,7.8,6.5,0.5,0.5,7.0,,2006,2
BAY,NAN,2006-02-09,0.0,8.7,6.5,0.4,0.4,7.0,,2006,2
BAY,NAN,2006-03-09,1.0,9.7,6.5,0.2,0.4,10.0,,2006,3
BAY,NAN,2006-03-15,0.0,7.5,7.0,0.2,0.6,11.0,,2006,3
BAY,NAN,2006-04-06,0.0,7.7,6.5,0.5,0.5,13.0,,2006,4
BAY,NAN,2006-04-21,1.0,6.9,6.5,0.3,0.5,17.0,,2006,4
BAY,NAN,2006-05-05,0.0,7.4,6.5,0.1,0.1,19.0,,2006,5
BAY,NAN,2006-05-17,0.0,7.3,6.5,0.5,0.8,20.0,,2006,5
BAY,NAN,2006-06-01,0.0,6.1,6.5,0.5,0.65,25.0,,2006,6
BAY,NAN,2006-06-16,0.0,6.8,6.5,0.5,0.7,22.0,,2006,6
BAY,NAN,2006-07-06,0.0,6.0,6.5,0.4,0.8,27.0,,2006,7
BAY,NAN,2006-07-18,0.0,5.3,6.0,2.0,5.0,27.0,,2006,7
BAY,NAN,2006-07-27,0.0,6.9,6.0,0.4,0.6,28.0,,2006,7
BAY,NAN,2006-08-17,0.0,7.2,7.0,0.4,0.55,25.0,,2006,8
BAY,NAN,2006-09-07,0.0,6.3,7.0,0.45,0.9,23.0,,2006,9
BAY,NAN,2006-09-21,0.0,6.3,7.0,0.5,0.7,19.0,,2006,9
BAY,NAN,2006-10-05,0.0,7.0,7.0,0.4,0.7,22.0,,2006,10
BAY,NAN,2006-10-19,8.0,0.1,7.0,0.4,0.7,18.0,,2006,10
BAY,NAN,2006-11-06,0.0,7.6,6.5,0.3,0.3,11.0,,2006,11
BAY,NAN,2006-11-16,0.0,7.7,6.5,0.6,0.9,18.0,,2006,11
BAY,NAN,2006-11-30,0.0,6.3,6.5,0.5,0.7,14.0,,2006,11
BAY,NAN,2006-12-14,0.0,8.0,6.5,0.4,0.4,13.0,,2006,12
A,NAN,2007-01-04,0.0,,6.5,0.6,0.9,14.0,,2007,1
A,NAN,2007-01-18,0.0,9.8,7.0,0.7,0.7,7.0,,2007,1
A,NAN,2007-02-02,0.0,,7.0,0.7,0.7,5.0,,2007,2
A,NAN,2007-02-15,0.0,8.8,7.0,1.0,1.0,5.0,,2007,2
A,NAN,2007-03-01,,,7.0,0.8,0.9,11.0,,2007,3
A,NAN,2007-04-06,0.0,,7.0,0.6,0.9,15.0,,2007,4
A,NAN,2007-04-19,0.0,,7.0,0.7,0.8,13.0,,2007,4
A,NAN,2007-05-03,0.0,,6.5,0.6,0.9,19.0,,2007,5
A,NAN,2007-05-31,0.0,,7.0,0.5,0.5,26.0,,2007,5
A,NAN,2007-06-14,0.0,,6.5,0.9,0.9,23.0,,2007,6
A,NAN,2007-07-05,0.0,,7.5,0.9,1.0,28.0,,2007,7
A,NAN,2007-07-19,0.0,,7.0,0.8,1.0,30.0,,2007,7
A,NAN,2007-08-02,0.0,3.7,7.0,0.5,0.75,30.0,,2007,8
A,NAN,2007-08-21,0.0,,6.5,0.5,0.8,28.0,,2007,8
A,NAN,2007-09-06,0.0,2.3,7.0,0.8,0.8,26.0,,2007,9
A,NAN,2007-09-27,0.0,,7.5,0.5,0.9,25.0,,2007,9
A,NAN,2007-10-11,0.0,,7.0,0.2,1.0,27.0,,2007,10
A,NAN,2007-10-18,0.0,3.8,,0.3,1.0,23.0,,2007,10
A,NAN,2007-11-01,0.0,,7.0,0.65,1.1,28.0,,2007,11
A,NAN,2007-11-12,0.0,3.9,7.0,0.8,1.0,13.0,,2007,11
A,NAN,2007-12-06,0.0,,6.5,0.7,1.9,5.0,,2007,12
A,NAN,2007-12-20,0.0,,6.5,0.5,1.0,7.0,,2007,12
B,NAN,2007-01-04,0.0,,7.0,0.2,0.2,13.0,,2007,1
B,NAN,2007-01-18,0.0,6.8,7.0,0.3,0.3,6.0,,2007,1
B,NAN,2007-02-02,0.0,,7.0,0.3,0.3,5.0,,2007,2
B,NAN,2007-02-15,0.0,10.0,6.5,0.2,0.2,2.0,,2007,2
B,NAN,2007-03-01,,,6.5,0.3,0.3,10.0,,2007,3
B,NAN,2007-03-21,0.0,9.4,6.5,0.15,0.15,14.0,,2007,3
B,NAN,2007-04-06,0.0,,7.0,0.3,0.3,13.0,,2007,4
B,NAN,2007-04-19,0.0,8.1,6.5,0.2,0.2,13.0,,2007,4
B,NAN,2007-05-03,0.0,,6.5,0.3,0.3,19.0,,2007,5
B,NAN,2007-05-24,0.0,5.9,8.5,0.3,0.3,23.0,,2007,5
B,NAN,2007-05-31,0.0,,7.5,0.3,0.3,25.0,,2007,5
B,NAN,2007-06-14,0.0,,7.0,0.4,0.4,23.0,,2007,6
B,NAN,2007-07-05,0.0,3.1,7.5,0.3,0.3,25.0,,2007,7
B,NAN,2007-07-19,0.0,,7.0,0.3,0.3,30.0,,2007,7
B,NAN,2007-08-02,0.0,2.6,6.5,0.25,0.25,29.0,,2007,8
B,NAN,2007-08-21,0.0,,6.5,0.2,0.2,28.0,,2007,8
B,NAN,2007-09-06,0.0,,8.5,0.1,0.2,30.0,,2007,9
B,NAN,2007-09-27,0.0,,8.0,0.3,0.3,26.0,,2007,9
B,NAN,2007-10-11,0.0,,7.5,0.3,0.3,23.0,,2007,10
B,NAN,2007-10-18,0.0,4.9,,0.3,0.48,23.0,,2007,10
B,NAN,2007-11-01,0.0,,7.0,0.2,0.2,28.0,,2007,11
B,NAN,2007-11-12,0.0,6.2,7.0,0.4,0.4,12.0,,2007,11
B,NAN,2007-12-06,0.0,,7.0,0.4,0.5,5.0,,2007,12
B,NAN,2007-12-20,0.0,,6.5,0.5,0.5,8.0,,2007,12
C,NAN,2007-02-02,0.0,9.3,8.0,0.2,0.2,5.0,,2007,2
C,NAN,2007-02-15,0.0,,7.0,0.5,0.5,4.0,,2007,2
C,NAN,2007-03-01,,7.7,7.0,0.4,0.4,,,2007,3
C,NAN,2007-03-21,0.0,,7.0,0.5,0.5,15.0,,2007,3
C,NAN,2007-04-06,0.0,8.4,7.0,0.4,0.4,15.0,,2007,4
C,NAN,2007-04-19,0.0,,7.5,0.45,0.45,13.0,,2007,4
C,NAN,2007-05-03,0.0,5.8,7.5,0.4,0.4,19.0,,2007,5
C,NAN,2007-05-24,0.0,,8.5,0.2,0.2,24.0,,2007,5
C,NAN,2007-05-31,0.0,,8.5,0.1,0.1,26.0,,2007,5
C,NAN,2007-06-14,1.0,5.1,8.0,0.3,0.3,21.0,,2007,6
C,NAN,2007-07-05,0.0,,7.5,0.5,0.5,26.0,,2007,7
C,NAN,2007-07-19,0.0,4.3,6.7,0.3,0.3,,,2007,7
C,NAN,2007-08-02,0.0,,9.0,0.4,0.4,30.0,,2007,8
C,NAN,2007-08-21,0.0,4.5,7.0,0.3,0.3,28.0,,2007,8
C,NAN,2007-09-06,0.0,,8.5,0.15,0.15,27.0,,2007,9
C,NAN,2007-09-27,0.0,2.0,,0.4,0.4,25.0,,2007,9
C,NAN,2007-10-11,0.0,4.3,7.0,0.3,0.3,21.0,,2007,10
C,NAN,2007-10-18,0.0,,,0.3,0.3,23.0,,2007,10
C,NAN,2007-11-01,0.0,5.3,7.0,0.35,0.35,28.0,,2007,11
C,NAN,2007-11-12,,,7.5,0.3,0.3,16.0,,2007,11
C,NAN,2007-12-06,0.0,6.2,7.0,0.5,0.75,5.0,,2007,12
C,NAN,2007-12-20,0.0,5.2,6.5,0.6,0.65,7.0,,2007,12
D,NAN,2007-01-04,0.0,7.6,5.0,1.2,1.6,54.0,,2007,1
D,NAN,2007-01-18,0.0,,6.0,0.9,0.9,7.0,,2007,1
D,NAN,2007-02-02,0.0,10.0,6.5,2.0,2.0,5.0,,2007,2
D,NAN,2007-02-15,0.0,,6.5,1.9,1.9,4.0,,2007,2
D,NAN,2007-03-01,,8.8,6.0,1.4,1.4,10.0,,2007,3
D,NAN,2007-04-06,0.0,7.1,6.0,1.0,1.3,14.0,,2007,4
D,NAN,2007-04-19,0.0,,6.5,1.0,1.3,12.0,,2007,4
D,NAN,2007-05-03,0.0,5.9,6.5,0.9,2.0,20.0,,2007,5
D,NAN,2007-05-31,0.0,,6.5,1.0,1.1,27.0,,2007,5
D,NAN,2007-06-14,0.0,5.9,6.5,0.9,1.1,21.0,,2007,6
D,NAN,2007-07-05,0.0,3.9,6.5,0.5,0.9,24.0,,2007,7
D,NAN,2007-07-19,0.0,5.2,,0.8,0.9,29.0,,2007,7
D,NAN,2007-08-02,0.0,,7.5,0.8,1.1,31.0,,2007,8
D,NAN,2007-08-21,0.0,5.7,7.0,0.7,0.9,28.0,,2007,8
D,NAN,2007-09-06,0.0,,8.5,0.75,0.9,28.0,,2007,9
D,NAN,2007-09-27,0.0,4.1,8.5,0.5,0.8,26.0,,2007,9
D,NAN,2007-10-11,0.0,3.3,7.0,0.6,0.9,22.0,,2007,10
D,NAN,2007-10-18,0.0,,,0.75,0.85,23.0,,2007,10
D,NAN,2007-11-01,0.0,5.9,7.0,0.75,1.0,28.0,,2007,11
D,NAN,2007-11-12,,,7.0,0.8,1.1,18.0,,2007,11
D,NAN,2007-12-06,0.0,8.7,7.0,1.0,1.0,5.0,,2007,12
D,NAN,2007-12-20,0.0,6.3,6.0,1.1,1.1,7.0,,2007,12
BAY,NAN,2007-01-04,0.0,9.0,6.5,0.6,0.6,12.0,,2007,1
BAY,NAN,2007-01-18,0.0,10.1,6.5,0.2,0.2,6.0,,2007,1
BAY,NAN,2007-02-02,0.0,8.1,6.5,0.45,0.45,5.0,,2007,2
BAY,NAN,2007-02-15,0.0,9.3,6.5,0.3,0.3,3.0,,2007,2
BAY,NAN,2007-03-01,,7.2,6.5,0.3,0.4,9.0,,2007,3
BAY,NAN,2007-03-21,0.0,8.7,6.5,0.3,0.37,11.0,,2007,3
