site_id,unit_id,read_date,salinity_ppt,dissolved_oxygen_mg_l,ph,secchi_depth_m,water_depth_m,water_temp_c,air_temp_c,year,month
BAY,NAN,2007-04-06,0.0,9.9,6.5,0.4,0.45,11.0,,2007,4
BAY,NAN,2007-04-19,0.0,8.7,6.5,0.1,0.2,13.0,,2007,4
BAY,NAN,2007-05-03,0.0,7.2,6.5,0.4,0.7,19.0,,2007,5
BAY,NAN,2007-05-24,0.0,6.9,7.0,0.5,0.6,20.0,,2007,5
BAY,NAN,2007-05-31,0.0,,6.5,0.45,0.65,24.0,,2007,5
BAY,NAN,2007-06-14,0.0,8.8,6.5,7.4,7.4,20.0,,2007,6
BAY,NAN,2007-07-05,0.0,,7.5,0.9,1.0,28.0,,2007,7
BAY,NAN,2007-07-19,0.0,4.7,7.0,0.3,0.7,27.0,,2007,7
BAY,NAN,2007-08-02,0.0,3.2,8.0,0.45,0.55,28.0,,2007,8
BAY,NAN,2007-08-21,0.0,5.1,7.5,0.4,0.8,26.0,,2007,8
BAY,NAN,2007-09-06,0.0,4.2,8.5,0.5,0.65,25.0,,2007,9
BAY,NAN,2007-09-27,0.0,3.2,8.0,0.5,0.9,25.0,,2007,9
BAY,NAN,2007-10-11,0.0,3.2,7.0,0.4,0.7,23.0,,2007,10
BAY,NAN,2007-10-18,0.0,4.2,,0.4,0.8,21.0,,2007,10
BAY,NAN,2007-11-01,0.0,3.7,7.0,0.4,0.7,28.0,,2007,11
BAY,NAN,2007-11-12,0.0,4.1,7.0,0.55,0.6,13.0,,2007,11
BAY,NAN,2007-12-06,0.0,6.8,7.0,0.25,0.25,5.0,,2007,12
BAY,NAN,2007-12-20,0.0,6.3,7.0,0.4,0.6,6.0,,2007,12
A,NAN,2008-01-03,0.0,,6.5,1.0,1.3,4.0,,2008,1
A,NAN,2008-01-17,1.0,,6.5,1.2,1.3,6.0,,2008,1
A,NAN,2008-02-07,0.0,,6.5,0.2,0.9,15.0,,2008,2
A,NAN,2008-02-19,0.0,5.1,6.5,0.7,2.1,12.0,,2008,2
A,NAN,2008-03-07,0.0,,6.5,0.9,0.9,4.0,,2008,3
A,NAN,2008-03-21,0.0,4.8,6.5,0.8,1.5,15.0,,2008,3
A,NAN,2009-04-03,0.0,,7.0,0.5,1.2,14.0,,2009,4
A,NAN,2008-04-17,0.0,4.0,6.5,0.5,1.2,16.0,,2008,4
A,NAN,2008-05-22,0.0,4.3,7.0,0.6,1.0,22.0,,2008,5
A,NAN,2008-06-05,0.0,,8.2,0.6,0.8,28.0,,2008,6
A,NAN,2008-06-19,1.0,5.2,7.0,0.6,0.7,27.0,,2008,6
A,NAN,2008-07-03,1.0,,7.0,0.8,0.1,29.0,,2008,7
A,NAN,2008-07-21,1.0,3.8,6.5,0.7,1.3,32.0,,2008,7
A,NAN,2008-08-07,0.0,,6.5,0.6,1.0,29.0,,2008,8
A,NAN,2008-08-21,,,6.5,0.7,0.9,26.0,,2008,8
A,NAN,2008-09-09,1.0,,,0.5,1.0,28.0,,2008,9
A,NAN,2008-09-23,1.0,6.6,7.0,0.5,0.5,20.0,,2008,9
A,NAN,2008-10-09,0.0,,6.5,0.8,1.0,21.5,,2008,10
A,NAN,2008-10-28,1.0,,7.0,0.9,0.9,13.0,,2008,10
A,NAN,2008-11-06,1.0,6.8,6.5,0.8,0.85,15.0,,2008,11
A,NAN,2008-11-18,1.0,,6.5,0.5,0.5,8.5,,2008,11
A,NAN,2008-12-04,1.0,,6.5,1.6,1.7,8.0,,2008,12
A,NAN,2008-12-16,1.0,,6.5,0.55,0.55,10.0,,2008,12
B,NAN,2008-01-03,0.0,,7.0,0.4,0.4,0.0,,2008,1
B,NAN,2008-01-17,1.0,4.9,7.0,0.7,0.9,5.0,,2008,1
B,NAN,2008-02-07,0.0,,7.0,0.45,0.45,15.0,,2008,2
B,NAN,2008-02-19,0.0,6.2,,0.53,0.53,12.0,,2008,2
B,NAN,2008-03-07,0.0,,7.0,,,5.0,,2008,3
B,NAN,2008-03-21,0.0,6.9,8.0,0.6,0.6,13.0,,2008,3
B,NAN,2008-04-03,0.0,,8.5,0.2,0.6,14.0,,2008,4
B,NAN,2008-04-17,0.0,5.3,8.5,0.55,0.55,13.0,,2008,4
B,NAN,2008-05-08,0.0,,6.5,0.3,1.0,22.0,,2008,5
B,NAN,2008-05-22,0.0,5.2,7.0,0.4,0.4,22.0,,2008,5
B,NAN,2008-06-05,0.0,,8.0,0.4,0.4,27.0,,2008,6
B,NAN,2008-06-19,1.0,5.9,7.5,0.2,0.4,26.0,,2008,6
B,NAN,2008-07-03,1.0,,7.0,0.3,0.3,28.0,,2008,7
B,NAN,2008-07-21,1.0,2.8,7.5,2.5,2.5,30.0,,2008,7
B,NAN,2008-08-07,0.0,,8.5,0.35,0.35,28.0,,2008,8
B,NAN,2008-08-21,,,7.0,0.2,0.2,26.0,,2008,8
B,NAN,2008-09-09,1.0,,,0.2,0.2,28.0,,2008,9
B,NAN,2008-09-23,2.0,3.9,7.0,0.1,0.2,20.0,,2008,9
B,NAN,2008-10-09,0.0,,6.5,0.2,0.3,21.0,,2008,10
B,NAN,2008-10-28,1.0,,7.5,0.3,0.3,11.0,,2008,10
B,NAN,2008-11-06,3.0,7.0,7.5,0.3,0.3,15.0,,2008,11
B,NAN,2008-11-18,1.0,,7.0,0.4,0.5,7.0,,2008,11
B,NAN,2008-12-04,0.0,,,0.4,0.4,8.0,,2008,12
B,NAN,2008-12-16,1.0,,7.0,0.6,0.6,11.0,,2008,12
C,NAN,2008-01-03,0.0,,7.0,0.65,0.7,0.0,,2008,1
C,NAN,2008-01-17,1.0,,7.0,0.6,0.6,5.0,,2008,1
C,NAN,2008-02-07,0.0,4.3,7.0,0.7,0.7,16.0,,2008,2
C,NAN,2008-02-19,0.0,,7.0,0.7,0.7,12.0,,2008,2
C,NAN,2008-03-07,0.0,5.2,7.0,0.6,0.6,4.0,,2008,3
C,NAN,2008-03-21,0.0,,8.0,0.5,0.5,14.0,,2008,3
C,NAN,2008-04-03,0.0,6.5,7.0,0.3,0.5,13.0,,2008,4
C,NAN,2008-05-08,0.0,2.3,7.0,0.4,0.6,20.0,,2008,5
C,NAN,2008-05-22,0.0,,7.0,0.45,0.6,22.0,,2008,5
C,NAN,2008-06-05,0.0,5.4,8.0,0.25,0.4,29.0,,2008,6
C,NAN,2008-06-19,2.0,,8.5,0.25,0.5,27.0,,2008,6
C,NAN,2008-07-03,1.0,5.1,7.0,0.4,0.4,29.0,,2008,7
C,NAN,2008-07-21,1.0,,8.0,0.3,0.4,31.0,,2008,7
C,NAN,2008-08-07,2.0,,7.0,0.35,0.35,28.0,,2008,8
C,NAN,2008-08-21,,5.5,8.0,0.2,0.2,5.5,,2008,8
C,NAN,2008-09-09,1.0,3.1,7.5,0.2,0.2,28.0,,2008,9
C,NAN,2008-09-23,1.0,,8.0,0.1,0.1,21.0,,2008,9
C,NAN,2008-10-09,0.0,3.9,8.0,0.2,0.2,21.0,,2008,10
C,NAN,2008-10-28,1.0,6.3,8.0,0.4,0.5,10.0,,2008,10
C,NAN,2008-11-06,2.0,,7.5,0.3,0.3,15.0,,2008,11
C,NAN,2008-11-18,1.0,6.3,7.0,0.5,0.5,8.0,,2008,11
C,NAN,2008-12-04,0.0,7.1,6.0,0.9,1.5,8.0,,2008,12
C,NAN,2008-12-16,1.0,6.4,7.5,0.3,0.5,10.0,,2008,12
D,NAN,2008-01-03,0.0,,6.5,0.8,0.9,3.0,,2008,1
D,NAN,2008-01-17,1.0,5.1,6.5,0.9,1.3,6.0,,2008,1
D,NAN,2008-02-07,0.0,6.5,6.5,1.9,1.9,15.0,,2008,2
D,NAN,2008-02-19,0.0,,6.5,1.2,1.3,12.0,,2008,2
D,NAN,2008-03-07,0.0,8.1,6.5,1.2,2.0,4.0,,2008,3
D,NAN,2008-03-21,0.0,,6.5,0.9,1.5,13.0,,2008,3
D,NAN,2008-04-03,0.0,7.0,6.5,0.7,1.3,12.0,,2008,4
D,NAN,2008-04-17,0.0,,6.5,0.95,1.2,25.0,,2008,4
D,NAN,2008-05-08,0.0,2.2,6.0,0.3,1.5,20.0,,2008,5
D,NAN,2008-05-22,0.0,,6.5,0.6,1.5,22.0,,2008,5
D,NAN,2008-06-05,0.0,5.0,7.0,0.7,1.3,28.0,,2008,6
D,NAN,2008-06-19,1.0,,6.5,0.5,1.3,25.0,,2008,6
D,NAN,2008-07-03,1.0,4.6,7.0,0.6,1.2,27.0,,2008,7
D,NAN,2008-07-21,1.0,,7.5,0.9,1.2,32.0,,2008,7
D,NAN,2008-08-07,0.0,5.0,6.5,0.7,1.2,28.0,,2008,8
D,NAN,2008-08-21,,5.1,6.5,0.6,1.3,26.0,,2008,8
D,NAN,2008-09-09,1.0,6.0,6.5,0.7,1.2,27.0,,2008,9
D,NAN,2008-09-23,0.0,,7.0,0.1,0.15,20.0,,2008,9
D,NAN,2008-10-09,0.0,6.0,6.5,1.0,1.4,21.0,,2008,10
D,NAN,2008-10-28,1.0,8.1,6.5,1.2,1.4,12.0,,2008,10
D,NAN,2008-11-06,2.0,,6.5,1.0,1.2,15.0,,2008,11
D,NAN,2008-11-18,1.0,6.0,6.5,0.7,1.4,10.0,,2008,11
D,NAN,2008-12-04,0.0,,6.5,0.35,0.35,7.0,,2008,12
D,NAN,2008-12-16,1.0,6.4,6.5,0.7,1.5,11.0,,2008,12
BAY,NAN,2008-01-03,0.0,,7.0,0.2,0.4,1.0,,2008,1
BAY,NAN,2008-01-17,1.0,7.1,7.0,0.3,0.3,6.0,,2008,1
BAY,NAN,2008-02-07,0.0,3.0,7.0,0.2,0.8,15.0,,2008,2
BAY,NAN,2008-02-19,0.0,5.3,7.0,0.3,0.7,11.0,,2008,2
BAY,NAN,2008-03-07,0.0,4.0,7.0,0.3,0.7,5.0,,2008,3
BAY,NAN,2008-03-21,0.0,7.5,7.0,0.2,0.7,12.0,,2008,3
BAY,NAN,2008-04-03,1.0,7.9,7.0,0.3,0.4,12.0,,2008,4
BAY,NAN,2008-04-17,0.0,6.4,7.0,0.25,0.25,12.0,,2008,4
BAY,NAN,2008-05-08,0.0,5.3,7.0,0.3,1.0,20.0,,2008,5
BAY,NAN,2008-05-22,0.0,,7.0,0.6,0.85,19.0,,2008,5
BAY,NAN,2008-06-05,0.0,4.9,7.2,0.6,0.88,26.0,,2008,6
BAY,NAN,2008-06-19,4.0,6.2,7.0,0.5,0.6,24.5,,2008,6
BAY,NAN,2008-07-03,1.0,7.3,8.0,0.4,0.4,26.0,,2008,7
BAY,NAN,2008-07-21,2.0,5.6,8.5,0.6,0.7,28.0,,2008,7
BAY,NAN,2008-08-07,3.0,6.6,8.0,0.7,0.7,26.0,,2008,8
BAY,NAN,2008-08-21,,5.9,8.0,0.6,0.6,23.0,,2008,8
BAY,NAN,2008-09-09,2.0,4.5,6.0,0.7,0.825,25.0,,2008,9
BAY,NAN,2008-09-23,3.0,3.7,8.0,1.0,1.0,20.0,,2008,9
BAY,NAN,2008-10-09,0.0,5.3,7.0,0.5,0.6,20.0,,2008,10
BAY,NAN,2008-10-28,3.0,7.0,7.5,0.7,0.9,11.0,,2008,10
BAY,NAN,2008-11-06,3.0,5.9,7.0,0.2,0.3,20.0,,2008,11
BAY,NAN,2008-11-18,1.0,9.3,7.0,0.7,0.7,9.0,,2008,11
BAY,NAN,2008-12-04,1.0,6.6,7.0,0.7,0.7,7.0,,2008,12
BAY,NAN,2008-12-16,1.0,5.6,6.5,0.6,0.85,12.0,,2008,12
A,NAN,2009-01-08,,,6.5,0.7,0.7,0.9,,2009,1
A,NAN,2009-01-27,0.0,6.9,6.5,0.5,0.8,4.0,,2009,1
A,NAN,2009-02-05,0.0,,6.5,0.4,0.4,2.0,,2009,2
A,NAN,2009-02-19,0.0,5.2,6.5,0.8,0.9,10.0,,2009,2
A,NAN,2009-03-05,,,6.5,0.75,0.75,8.0,,2009,3
A,NAN,2009-03-17,,7.1,6.5,0.6,8.5,9.0,,2009,3
A,NAN,2009-04-05,0.0,,7.0,0.5,0.8,15.0,,2009,4
A,NAN,2009-04-21,0.0,3.7,6.5,0.4,0.6,19.0,,2009,4
A,NAN,2009-05-07,0.0,,6.5,0.4,0.6,22.0,,2009,5
A,NAN,2009-05-21,0.0,4.1,7.0,0.5,0.7,21.0,,2009,5
A,NAN,2009-06-02,0.0,,7.0,0.5,0.5,27.0,,2009,6
A,NAN,2009-06-23,0.0,4.2,7.0,0.5,0.5,16.0,,2009,6
A,NAN,2009-07-07,0.0,,6.5,0.6,0.6,28.0,,2009,7
A,NAN,2009-07-21,0.0,3.2,6.5,0.45,0.45,27.0,,2009,7
A,NAN,2009-08-04,0.0,,6.5,0.5,0.5,30.0,,2009,8
A,NAN,2009-08-20,0.0,3.5,6.5,0.5,0.5,29.0,,2009,8
A,NAN,2009-09-01,0.0,,6.5,0.3,0.6,23.0,,2009,9
A,NAN,2009-09-17,0.0,1.9,6.5,0.3,0.6,24.0,,2009,9
A,NAN,2009-10-01,0.0,,6.5,0.5,0.7,20.0,,2009,10
A,NAN,2009-10-20,0.0,6.3,6.5,0.5,0.5,14.0,,2009,10
A,NAN,2009-11-05,0.0,5.9,,0.5,0.5,16.0,,2009,11
A,NAN,2009-11-20,0.0,,6.5,0.5,0.8,15.0,,2009,11
A,NAN,2009-12-01,0.0,6.4,6.5,0.7,0.7,12.0,,2009,12
A,NAN,2009-12-15,1.0,,6.5,0.5,0.8,11.0,,2009,12
B,NAN,2009-01-08,,,6.5,0.5,0.5,8.0,,2009,1
B,NAN,2009-01-27,0.0,8.0,7.0,0.3,0.3,4.0,,2009,1
B,NAN,2009-02-05,0.0,,7.0,0.4,0.4,1.0,,2009,2
B,NAN,2009-02-19,0.0,8.0,7.0,0.25,0.25,10.0,,2009,2
B,NAN,2009-03-05,0.0,,7.0,0.2,0.2,8.0,,2009,3
B,NAN,2009-03-17,,8.6,7.0,0.45,0.45,9.0,,2009,3
B,NAN,2009-04-05,0.0,,7.5,0.2,0.2,13.0,,2009,4
B,NAN,2009-04-21,0.0,5.3,8.0,0.4,0.6,21.0,,2009,4
B,NAN,2009-05-07,0.0,,7.0,0.1,0.3,22.0,,2009,5
B,NAN,2009-05-21,0.0,4.8,9.0,0.1,0.3,20.0,,2009,5
B,NAN,2009-06-02,0.0,,7.0,0.9,0.9,28.0,,2009,6
B,NAN,2009-06-23,0.0,0.8,8.5,0.2,0.2,27.0,,2009,6
B,NAN,2009-07-07,0.0,,7.0,0.2,0.2,27.0,,2009,7
B,NAN,2009-07-21,0.0,1.8,7.0,0.5,0.5,25.0,,2009,7
B,NAN,2009-08-04,0.0,,7.5,0.28,0.28,30.0,,2009,8
B,NAN,2009-08-20,0.0,4.3,7.5,0.4,0.4,29.0,,2009,8
B,NAN,2009-09-01,0.0,,7.5,0.5,0.6,21.0,,2009,9
B,NAN,2009-09-17,0.0,1.1,6.5,0.1,0.6,24.0,,2009,9
B,NAN,2009-10-01,0.0,,6.5,0.5,0.5,20.0,,2009,10
B,NAN,2009-10-20,0.0,6.8,7.0,0.5,0.5,13.0,,2009,10
B,NAN,2009-11-05,0.0,,7.0,0.6,0.6,17.0,,2009,11
B,NAN,2009-11-20,0.0,,6.5,0.48,0.48,16.0,,2009,11
B,NAN,2009-12-01,0.0,5.3,7.0,0.58,0.58,10.0,,2009,12
B,NAN,2009-12-15,1.0,,6.5,0.4,0.4,10.0,,2009,12
C,NAN,2009-01-08,,5.9,6.5,0.5,0.5,8.5,,2009,1
C,NAN,2009-01-27,0.0,,7.0,0.5,0.5,4.0,,2009,1
C,NAN,2009-02-05,0.0,8.4,7.0,0.5,0.5,1.0,,2009,2
C,NAN,2009-02-19,0.0,,7.0,0.5,0.5,11.0,,2009,2
C,NAN,2009-03-05,0.0,7.5,6.5,0.5,0.5,8.0,,2009,3
C,NAN,2009-03-17,,,7.0,0.6,0.6,9.0,,2009,3
C,NAN,2009-04-05,0.0,5.3,6.5,0.5,0.5,12.0,,2009,4
C,NAN,2009-04-21,0.0,,8.5,0.35,0.35,20.0,,2009,4
C,NAN,2009-05-07,0.0,6.0,,0.4,0.4,22.0,,2009,5
C,NAN,2009-05-21,0.0,,8.0,0.4,0.4,20.0,,2009,5
C,NAN,2009-06-02,,3.9,9.0,0.4,0.4,28.0,,2009,6
C,NAN,2009-06-23,0.0,,9.0,0.4,0.8,30.0,,2009,6
C,NAN,2009-07-07,0.0,4.2,6.5,0.35,0.35,26.0,,2009,7
C,NAN,2009-07-21,0.0,,7.0,0.5,0.5,26.0,,2009,7
C,NAN,2009-08-04,0.0,2.5,,0.4,0.4,28.0,,2009,8
C,NAN,2009-08-20,0.0,,7.5,,,29.0,,2009,8
C,NAN,2009-09-01,0.0,4.6,7.5,0.6,0.6,22.0,,2009,9
C,NAN,2009-10-01,0.0,4.2,7.0,0.3,0.3,21.0,,2009,10
C,NAN,2009-10-20,0.0,,7.0,0.25,0.25,14.5,,2009,10
C,NAN,2009-11-05,0.0,,7.5,0.5,0.5,17.0,,2009,11
C,NAN,2009-11-20,0.0,5.3,6.5,0.5,0.5,16.0,,2009,11
C,NAN,2009-12-01,0.0,,6.5,0.5,0.5,12.0,,2009,12
C,NAN,2009-12-15,2.0,6.3,6.5,0.67,0.67,11.0,,2009,12
D,NAN,2009-01-08,,6.1,6.5,0.3,1.6,9.0,,2009,1
D,NAN,2009-01-27,0.0,,6.5,0.6,1.5,4.0,,2009,1
D,NAN,2009-02-05,0.0,9.7,6.5,0.7,1.4,2.0,,2009,2
D,NAN,2009-02-19,0.0,,6.5,1.9,2.5,9.0,,2009,2
D,NAN,2009-03-05,0.0,8.0,7.0,0.9,1.6,,,2009,3
D,NAN,2009-03-17,,,6.5,0.7,1.6,9.0,,2009,3
D,NAN,2009-04-05,0.0,6.7,6.5,0.5,1.5,14.0,,2009,4
D,NAN,2009-04-21,0.0,,6.5,0.7,1.6,18.0,,2009,4
D,NAN,2009-05-07,0.0,5.0,7.0,0.6,1.7,23.0,,2009,5
D,NAN,2009-05-21,0.0,,6.5,0.5,1.6,22.0,,2009,5
D,NAN,2009-06-02,0.0,4.0,6.5,0.7,1.5,26.0,,2009,6
D,NAN,2009-06-23,0.0,,6.5,0.7,1.6,27.0,,2009,6
D,NAN,2009-07-07,0.0,4.0,6.5,1.6,1.7,26.0,,2009,7
D,NAN,2009-07-21,0.0,,6.5,0.7,1.3,26.0,,2009,7
D,NAN,2009-08-04,0.0,4.8,6.5,0.7,1.4,,,2009,8
D,NAN,2009-08-20,0.0,,7.5,0.8,1.4,30.0,,2009,8
D,NAN,2009-09-01,1.0,7.7,6.0,0.5,1.5,21.0,,2009,9
D,NAN,2009-09-17,0.0,,6.5,0.5,2.6,23.0,,2009,9
D,NAN,2009-10-01,0.0,3.8,6.0,1.6,1.7,20.0,,2009,10
D,NAN,2009-10-20,0.0,,6.5,1.4,1.5,14.0,,2009,10
D,NAN,2009-11-05,0.0,,6.5,0.1,1.5,16.0,,2009,11
D,NAN,2009-11-20,0.0,6.0,6.0,0.8,1.6,15.0,,2009,11
D,NAN,2009-12-01,0.0,,6.0,1.2,1.6,12.0,,2009,12
D,NAN,2009-12-15,2.0,7.2,5.5,1.3,1.65,10.0,,2009,12
BAY,NAN,2009-01-08,,6.1,7.0,0.15,0.7,8.5,,2009,1
BAY,NAN,2009-01-27,0.0,6.4,7.0,0.03,0.03,5.0,,2009,1
BAY,NAN,2009-02-05,1.0,9.1,7.0,0.3,0.3,2.0,,2009,2
BAY,NAN,2009-02-19,1.0,9.0,7.0,3.5,3.5,12.0,,2009,2
BAY,NAN,2009-03-05,1.0,9.0,7.0,0.3,0.3,12.0,,2009,3
BAY,NAN,2009-03-17,,6.6,7.0,0.3,0.3,9.0,,2009,3
BAY,NAN,2009-04-05,0.0,7.5,7.0,0.3,0.8,15.0,,2009,4
BAY,NAN,2009-04-21,0.0,6.3,7.0,0.5,0.8,,,2009,4
BAY,NAN,2009-05-07,0.0,6.9,7.0,0.5,1.1,21.0,,2009,5
BAY,NAN,2009-05-21,0.0,8.1,8.5,0.03,0.03,19.0,,2009,5
BAY,NAN,2009-06-02,0.0,5.8,8.5,0.5,0.5,24.0,,2009,6
BAY,NAN,2009-06-23,0.0,6.6,9.0,0.7,0.7,24.0,,2009,6
BAY,NAN,2009-07-07,2.0,5.3,9.0,0.8,0.8,25.0,,2009,7
BAY,NAN,2009-07-21,1.0,3.1,8.5,0.65,0.65,25.0,,2009,7
BAY,NAN,2009-08-04,0.0,3.3,8.5,0.8,0.8,28.0,,2009,8
BAY,NAN,2009-08-20,0.0,3.0,7.5,0.8,0.8,27.0,,2009,8
BAY,NAN,2009-09-01,2.0,2.7,7.0,0.6,0.6,22.0,,2009,9
BAY,NAN,2009-09-17,2.0,4.1,7.0,0.8,0.8,24.0,,2009,9
BAY,NAN,2009-10-01,1.0,6.9,7.0,0.8,0.8,20.0,,2009,10
BAY,NAN,2009-10-20,0.0,2.3,7.0,0.4,0.4,12.0,,2009,10
BAY,NAN,2009-11-05,0.0,7.6,6.5,0.8,0.8,16.0,,2009,11
BAY,NAN,2009-11-20,2.0,7.2,7.0,0.7,0.9,16.0,,2009,11
BAY,NAN,2009-12-01,0.0,7.8,6.5,0.82,0.88,10.0,,2009,12
BAY,NAN,2009-12-15,,2.0,6.3,0.7,0.8,11.0,,2009,12
A,NAN,2010-01-07,,,,,,,,2010,1
A,NAN,2010-02-05,,,6.5,0.7,0.9,5.0,,2010,2
A,NAN,2010-02-18,,,6.0,0.9,1.1,5.0,,2010,2
A,NAN,2010-03-05,0.0,,6.5,,,6.0,,2010,3
A,NAN,2010-03-16,0.0,5.7,6.0,0.5,0.7,12.0,,2010,3
A,NAN,2010-04-06,0.0,,6.5,0.7,0.8,21.0,,2010,4
A,NAN,2010-04-23,0.0,4.0,6.5,0.5,0.6,18.0,,2010,4
A,NAN,2010-05-06,0.0,,6.5,0.6,0.6,25.0,,2010,5
A,NAN,2010-05-19,0.0,4.6,6.5,0.6,0.7,20.0,,2010,5
A,NAN,2010-06-01,0.0,,6.5,0.5,0.5,26.0,,2010,6
A,NAN,2010-06-15,0.0,4.5,6.5,0.5,0.5,29.0,,2010,6
A,NAN,2010-07-08,0.0,,6.5,0.6,0.6,31.0,,2010,7
A,NAN,2010-07-20,0.0,4.1,6.5,0.5,0.9,28.0,,2010,7
A,NAN,2010-08-03,0.0,,7.0,0.1,0.4,29.0,,2010,8
A,NAN,2010-08-17,0.0,4.2,6.5,0.8,0.9,28.0,,2010,8
A,NAN,2010-09-02,0.0,,6.5,0.8,0.8,28.0,,2010,9
A,NAN,2010-09-22,0.0,4.0,7.5,0.5,0.8,26.0,,2010,9
A,NAN,2010-10-14,0.0,,6.5,0.2,0.9,20.0,,2010,10
A,NAN,2010-11-02,0.0,,6.5,0.8,0.9,14.0,,2010,11
A,NAN,2010-11-16,0.0,8.2,6.5,0.9,0.9,14.0,,2010,11
A,NAN,2010-12-07,0.0,,7.0,4.5,4.5,3.0,,2010,12
A,NAN,2010-12-21,,,,,,,,2010,12
B,NAN,2010-01-07,,,,,,,,2010,1
B,NAN,2010-02-05,,,,,,,,2010,2
B,NAN,2010-02-18,,,,0.6,0.6,5.0,,2010,2
B,NAN,2010-03-05,0.0,,6.5,0.6,0.6,7.0,,2010,3
B,NAN,2010-03-16,0.0,8.1,7.0,0.55,0.6,11.0,,2010,3
B,NAN,2010-04-06,0.0,,6.5,0.2,0.5,21.0,,2010,4
B,NAN,2010-04-23,0.0,4.0,6.5,0.4,0.4,16.0,,2010,4
B,NAN,2010-05-06,0.0,,7.0,0.4,0.45,25.0,,2010,5
B,NAN,2010-05-19,0.0,5.2,7.5,0.4,0.4,16.0,,2010,5
B,NAN,2010-06-01,0.0,,7.0,0.3,0.3,25.0,,2010,6
B,NAN,2010-06-15,0.0,4.2,7.0,0.2,0.2,28.0,,2010,6
B,NAN,2010-07-08,0.0,,7.0,0.4,0.4,31.0,,2010,7
B,NAN,2010-07-20,0.0,3.7,7.0,0.4,0.4,29.0,,2010,7
B,NAN,2010-08-03,0.0,,6.5,0.9,0.9,28.0,,2010,8
B,NAN,2010-08-17,0.0,3.4,7.0,0.5,0.5,,,2010,8
B,NAN,2010-09-02,0.0,,8.0,0.4,0.4,27.0,,2010,9
B,NAN,2010-09-22,0.0,3.2,9.0,0.2,0.35,26.0,,2010,9
B,NAN,2010-10-14,0.0,,6.5,0.2,0.3,19.0,,2010,10
B,NAN,2010-11-02,0.0,,7.0,0.3,0.3,13.0,,2010,11
B,NAN,2010-11-16,0.0,4.3,8.5,0.2,0.2,16.0,,2010,11
B,NAN,2010-12-07,0.0,,6.5,0.3,0.7,1.0,,2010,12
B,NAN,2010-12-21,0.0,4.3,7.0,0.4,0.4,3.0,,2010,12
C,NAN,2010-01-07,,,,,,,,2010,1
C,NAN,2010-02-05,,,6.5,0.8,0.8,5.0,,2010,2
C,NAN,2010-02-18,,,6.5,0.95,0.95,5.0,,2010,2
C,NAN,2010-03-05,0.0,9.5,6.5,0.6,0.6,7.0,,2010,3
C,NAN,2010-03-16,0.0,,6.5,0.6,0.6,9.0,,2010,3
C,NAN,2010-04-06,0.0,5.1,6.5,0.5,0.5,22.0,,2010,4
C,NAN,2010-04-23,0.0,,6.5,0.4,0.4,18.0,,2010,4
C,NAN,2010-05-06,0.0,4.9,6.5,0.3,0.3,24.0,,2010,5
C,NAN,2010-05-19,0.0,,6.5,0.7,0.7,19.0,,2010,5
C,NAN,2010-06-01,0.0,5.1,7.0,0.3,0.3,25.0,,2010,6
C,NAN,2010-06-15,0.0,,7.0,0.3,0.3,29.0,,2010,6
C,NAN,2010-07-08,0.0,5.2,7.5,0.4,0.4,30.0,,2010,7
C,NAN,2010-07-20,0.0,,7.0,0.4,0.4,31.0,,2010,7
C,NAN,2010-08-03,0.0,4.5,6.5,0.4,0.4,28.0,,2010,8
C,NAN,2010-08-17,0.0,,7.0,0.2,0.4,29.0,,2010,8
C,NAN,2010-09-02,0.0,2.3,7.0,0.6,0.6,27.0,,2010,9
C,NAN,2010-09-22,0.0,,8.0,0.3,0.3,26.0,,2010,9
C,NAN,2010-11-02,0.0,7.3,7.5,0.5,0.5,13.0,,2010,11
C,NAN,2010-11-16,0.0,,8.5,0.5,0.5,15.0,,2010,11
C,NAN,2010-12-07,0.0,8.8,7.0,0.5,0.5,2.0,,2010,12
C,NAN,2010-12-21,,,,,,,,2010,12
D,NAN,2010-01-07,,,,,,,,2010,1
D,NAN,2010-02-05,,9.5,6.5,0.6,1.2,5.0,,2010,2
D,NAN,2010-02-18,,,6.0,1.4,1.6,5.0,,2010,2
D,NAN,2010-03-05,0.0,8.7,6.5,1.2,1.5,6.0,,2010,3
D,NAN,2010-03-16,,,,,,,,2010,3
D,NAN,2010-04-06,0.0,6.3,6.0,0.7,1.7,22.0,,2010,4
D,NAN,2010-04-23,0.0,,6.5,0.8,1.7,17.0,,2010,4
D,NAN,2010-05-06,0.0,5.0,6.5,0.8,1.5,25.0,,2010,5
D,NAN,2010-05-19,0.0,,6.5,0.8,1.6,19.0,,2010,5
D,NAN,2010-06-01,0.0,5.2,6.0,0.7,1.5,25.0,,2010,6
D,NAN,2010-06-15,0.0,,6.5,0.6,1.4,28.0,,2010,6
D,NAN,2010-07-08,0.0,5.2,6.5,0.7,1.2,31.0,,2010,7
D,NAN,2010-07-20,0.0,,8.0,0.6,1.3,31.0,,2010,7
D,NAN,2010-08-03,0.0,6.0,6.5,0.8,1.2,28.0,,2010,8
D,NAN,2010-08-17,0.0,,7.5,0.9,1.2,31.0,,2010,8
D,NAN,2010-09-02,0.0,2.7,6.5,0.85,1.2,26.0,,2010,9
D,NAN,2010-09-22,0.0,,6.5,1.0,1.2,25.0,,2010,9
